,x,y,v,Subtypes,colors,scatter_x,scatter_y,avg_imp,fold_00_imp,fold_01_imp,fold_02_imp,fold_03_imp,fold_04_imp,fold_05_imp,fold_06_imp,fold_07_imp,fold_08_imp,fold_09_imp
0,0,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis,cluster_05,#00b5ff,-2.9987886,-3.587447,-0.14121636927537146,-0.11486022792737878,-0.15642136863914594,-0.11058847449983077,-0.14752279134670407,-0.1521450393211756,-0.21374681811420243,-0.06897433678298964,-0.2244744081804782,-0.10905109093151759,-0.11437913701029156
1,1,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii,cluster_05,#00b5ff,-2.9512093,-3.4641697,-0.14180380434981602,-0.11505719464001019,-0.15670055546678907,-0.11073512251425825,-0.1483351238656096,-0.15319152228551175,-0.21602037406645724,-0.06915021261185238,-0.22430587178140415,-0.10964767325398905,-0.1148943930122784
2,2,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,cluster_06,#0010ff,-2.5999877,-3.3893626,-0.14161115442148514,-0.11544405544273416,-0.15690195867612444,-0.1108195624521324,-0.14735680751020683,-0.15226520165645901,-0.21539719224006287,-0.06931632454743307,-0.22452953171520276,-0.10926509416740483,-0.11481581580709115
3,3,0,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum,cluster_02,#b3ff00,-2.4837396,-3.3806076,-0.14252008022090945,-0.11576280014997639,-0.15772303082058955,-0.11099816121956867,-0.14895257164291814,-0.15309345346424022,-0.21750060065869192,-0.06949394693090197,-0.2266025337930083,-0.11002277285560401,-0.11505093067359545
4,4,0,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_23,cluster_02,#b3ff00,-1.6419603,-3.6387422,-0.14266993926528598,-0.11584340032654908,-0.15775323006602446,-0.1110344868107821,-0.14902651232993522,-0.15321006667324036,-0.21790614814470746,-0.0695406447865798,-0.22710284687011453,-0.11005751412241528,-0.1152245425225115
5,5,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetales_noname|g__Tropheryma|s__Tropheryma_whipplei,cluster_02,#b3ff00,-1.5779991,-3.6358585,-0.14149233411214088,-0.11544318988338492,-0.1564978771207714,-0.11103959574994024,-0.1476571002400904,-0.15206520662879752,-0.2148672328992123,-0.06922713749733421,-0.22388040222763755,-0.10944904400496937,-0.11479655486927078
6,6,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis,cluster_02,#b3ff00,-1.4673718,-3.6603606,-0.14233934842700063,-0.11573554801516248,-0.1569887315865623,-0.11082663381589958,-0.14874127650055247,-0.15274497744143037,-0.2174266470648626,-0.06944648331783494,-0.2264316367404814,-0.10986361197800212,-0.1151879378092182
7,7,0,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c,cluster_06,#0010ff,-0.74453247,-3.6259098,-0.14261626252395412,-0.11583685844341123,-0.1577359030408732,-0.1110310630549895,-0.1489815791571343,-0.1531000484190501,-0.21785949334545152,-0.0695320750620906,-0.22685072343819226,-0.11002124480232159,-0.11521363647602677
8,8,0,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,cluster_06,#0010ff,-0.72708935,-3.6467175,-0.13960127252015966,-0.11479532936510008,-0.15418039117522955,-0.11008483673961117,-0.1456041752850315,-0.1495126645826544,-0.21037249935842423,-0.06898476394810937,-0.22107047073753192,-0.10783052995575332,-0.11357706405415123
9,9,0,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname_unclassified,cluster_06,#0010ff,-0.7005296,-3.628747,-0.14247292575312223,-0.11572592033589467,-0.15762011418752123,-0.11092049900852592,-0.14888935602608,-0.15307461790436028,-0.2172631267060717,-0.0694953768101334,-0.22664658664619333,-0.10996500375841342,-0.11512865614802816
10,10,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442,cluster_06,#0010ff,-0.33925036,-3.5600555,-0.14191429895021182,-0.11559592681577952,-0.15727722585122278,-0.11079845215506684,-0.14819560115309974,-0.15302992058220036,-0.21583965578573253,-0.06933341485614826,-0.22439454666922706,-0.10967196187994876,-0.11500628375369255
11,11,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei,cluster_05,#00b5ff,0.41154182,-3.4012005,-0.14204254138876674,-0.11569797212932868,-0.15665234946325446,-0.11090585594861517,-0.14796209167995508,-0.15249695275944572,-0.21560764795700574,-0.06945787042342667,-0.22714384265067847,-0.10954728162620249,-0.11495354924975484
12,12,0,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis,cluster_05,#00b5ff,0.5507232,-3.448587,-0.14272532165381557,-0.11591746920237064,-0.15779442029154184,-0.11108455069813793,-0.14899550877947362,-0.1533054368372607,-0.21806916477848517,-0.06954108941267287,-0.2273123812874726,-0.11002108462665793,-0.1152121106240824
13,13,0,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_1_1_6,cluster_07,#9b00ff,1.7307255,-3.4588137,-0.1420128603827714,-0.11532334117542069,-0.1572764938687807,-0.11088249480439138,-0.14821462028936128,-0.15244532415262863,-0.21628287540913188,-0.0693768427606525,-0.22563248524697954,-0.1097782053958467,-0.11491592072452046
14,14,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis,cluster_08,#ff00bd,1.9538687,-3.3476727,-0.14193158134921569,-0.11542493934023002,-0.15694417080644393,-0.11091895704328675,-0.1479585880263268,-0.1528003819782976,-0.2163678419511946,-0.06954159175908785,-0.22515526206669778,-0.10958892043917369,-0.11461516008141757
15,15,0,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified,cluster_05,#00b5ff,2.9148686,-4.060201,-0.14257357642323115,-0.11578490556250555,-0.15763909034808496,-0.11102681963807444,-0.1488914882954597,-0.15315629350135096,-0.21792592782823192,-0.06952885261696681,-0.22662151024743335,-0.10997225942946516,-0.11518861676473868
16,16,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis,cluster_02,#b3ff00,3.2959402,-4.4583983,-0.14263672897174423,-0.1158715881802459,-0.15775049513210676,-0.11102541550584714,-0.1490098719182234,-0.15315544403393566,-0.2178238397837458,-0.06953623569541126,-0.22692780310660973,-0.11004840696294636,-0.11521818939837013
17,17,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis,cluster_02,#b3ff00,3.4540405,-4.318532,-0.14265900421433603,-0.11582993127425056,-0.15773949857116085,-0.11103959561379788,-0.14899240807193473,-0.15321536489631027,-0.2178753057047381,-0.06954286814646987,-0.22707551861984981,-0.11007572941777839,-0.11520382182706976
18,18,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_lactolyticus,cluster_02,#b3ff00,3.4757645,-4.349509,-0.1426692841342595,-0.11586865095693696,-0.15776696014174732,-0.11103550846054104,-0.14902651232993522,-0.15321271578540693,-0.2179017424057842,-0.06954153407369702,-0.2270572971182747,-0.11005599627758245,-0.11522592379268924
19,19,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_linens,cluster_02,#b3ff00,3.5238774,-4.3528295,-0.14266923901868953,-0.11586865095693696,-0.15776696014174732,-0.11103550846054104,-0.14902341206333225,-0.15321536489631027,-0.2179017424057842,-0.06954153407369702,-0.2270572971182747,-0.11005599627758245,-0.11522592379268924
20,20,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_vaginae,cluster_02,#b3ff00,3.5374045,-4.286207,-0.1426696015042725,-0.11586865095693696,-0.15776696014174732,-0.11103550846054104,-0.14902651232993522,-0.15321271578540693,-0.2179017424057842,-0.06954153407369702,-0.22706185208759425,-0.11005599627758245,-0.11522454252349948
21,21,0,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,cluster_02,#b3ff00,3.6424644,-4.2746606,-0.1426605008693415,-0.11586881075932544,-0.15776077605156663,-0.11103725243024645,-0.14900896443250866,-0.15320953622163824,-0.21787412269328038,-0.06954231840820617,-0.22704231928597998,-0.11004189150176634,-0.11521901690889688
22,0,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum,cluster_05,#00b5ff,-2.9899137,-3.466635,-0.14159108737404336,-0.11484113968835132,-0.15651697295542116,-0.11075020636844395,-0.1479320175946072,-0.15299868398916408,-0.21525286626535073,-0.06919894638783528,-0.2242853951391274,-0.10948658103557322,-0.11464806431655916
23,1,1,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53,cluster_05,#00b5ff,-2.9677622,-3.4596155,-0.14190320516311614,-0.11518272862397246,-0.15737158333110465,-0.1107310974673438,-0.14810619381403375,-0.15299537386561332,-0.21600289268914755,-0.06921288922879791,-0.2245457489659047,-0.10984240474531957,-0.11504113889992368
24,2,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA,cluster_05,#00b5ff,-2.8387516,-3.3501809,-0.14121999424562454,-0.1149042627512456,-0.15582695127048832,-0.11066394193859187,-0.14746611153358824,-0.15299887663658648,-0.21306662299045392,-0.06923476117918517,-0.2243619770451415,-0.10909599020230978,-0.1145804469086543
25,3,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA,cluster_02,#b3ff00,-2.2662215,-3.3474863,-0.13440420931889852,-0.11096977804299842,-0.149578074709711,-0.10869250902562128,-0.1413029725783863,-0.14374188371596208,-0.19938101956487211,-0.06823257951875436,-0.20642022725690784,-0.104133942451731,-0.11158910632404076
26,4,1,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_spiroforme,cluster_05,#00b5ff,-2.117185,-3.4236567,-0.1412632277106535,-0.11521528285272256,-0.15688362917146495,-0.11055382606233381,-0.1475556782990226,-0.15253473700280115,-0.21549973006057305,-0.06942159833834965,-0.22209199673650706,-0.10831671811632328,-0.11455908046643647
27,5,1,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris,cluster_02,#b3ff00,-1.6193695,-3.5980604,-0.14261113831392558,-0.11572724570567823,-0.15772576931060084,-0.11103142167649523,-0.14900170974030152,-0.15315443330631856,-0.2177343124394001,-0.06953931090554821,-0.22693430946954005,-0.11004385320877715,-0.1152190173765959
28,6,1,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sanfranciscensis,cluster_06,#0010ff,-1.1894201,-3.599988,-0.1426528394310072,-0.11587875112781847,-0.15774865334356397,-0.11103550846054104,-0.14898930890673273,-0.1531756277328437,-0.21787090217029667,-0.06953486436744427,-0.22702085716172138,-0.11004385339949728,-0.1152300676396127
29,7,1,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7b,cluster_06,#0010ff,-1.1339236,-3.5389225,-0.14265337316628898,-0.115866967594421,-0.15776238343783677,-0.11103550846054104,-0.14899860975421772,-0.15317297865288917,-0.21789733665740726,-0.06953264112937635,-0.2270254120832571,-0.11002563906065613,-0.11521625483228715
30,8,1,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA,cluster_06,#0010ff,-0.7603162,-3.6077123,-0.14222851252722968,-0.11565474555480482,-0.15741398711430563,-0.11076157509276785,-0.14830709908329526,-0.15278694540248078,-0.21665576502076248,-0.06944288305757743,-0.22627044365736582,-0.10985561992177145,-0.11513606136716528
31,9,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus,cluster_06,#0010ff,-0.6603648,-3.5617595,-0.14229969740719636,-0.1156617412025525,-0.1575468040912287,-0.11095971777838362,-0.14880333593095427,-0.1531607145445642,-0.2165545726309144,-0.0694615268612135,-0.2258291082514962,-0.1098706387655427,-0.11514881401511336
32,10,1,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified,cluster_05,#00b5ff,0.3983166,-3.294412,-0.1371822778807931,-0.11361941181501733,-0.15106174508059714,-0.11030407430354561,-0.14187515707918447,-0.14577708791647595,-0.20505089675468588,-0.0687688643607832,-0.2171857572449381,-0.10735480527580117,-0.11082497897690223
33,11,1,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis,cluster_05,#00b5ff,0.43215945,-3.3466756,-0.14061512215424196,-0.1152452661311892,-0.15563030100357683,-0.11096697766302395,-0.1470305861242236,-0.15112743449647825,-0.21109418217745587,-0.06892918702354954,-0.2223873895752331,-0.10941696238495828,-0.11432293496273081
34,12,1,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale,cluster_05,#00b5ff,0.49806717,-3.273263,-0.13947801205424215,-0.11489617959828981,-0.1537556749413273,-0.11042845243560954,-0.14510786740057477,-0.14921334147555612,-0.20912153251857998,-0.06890511318881964,-0.22294109649094898,-0.10860267254413387,-0.11180818994858138
35,13,1,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,cluster_04,#00ff9d,1.5547075,-3.2157586,-0.13880987911003134,-0.11422259502805412,-0.15483273143789275,-0.1102249439751916,-0.14515958032454587,-0.14959481814483438,-0.2070375774814136,-0.06888660155094742,-0.21654314033471384,-0.10817027298711196,-0.11342652983560779
36,14,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus,cluster_07,#9b00ff,1.8510641,-3.3237507,-0.14233487958857613,-0.11563180995526885,-0.1575458501354542,-0.11102089770848446,-0.14860282551561863,-0.1528302182004834,-0.2175425999268396,-0.06947501702619456,-0.2258164229066239,-0.10975963208076736,-0.11512352243002642
37,15,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis,cluster_06,#0010ff,2.5630453,-3.7779534,-0.14228045092300912,-0.11570703766508053,-0.15741911212957013,-0.11060685744090218,-0.14848393928505021,-0.15321271578540693,-0.21711303935771575,-0.06941123733379721,-0.22596395802709832,-0.10974633376439828,-0.11514027844107179
38,16,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens,cluster_02,#b3ff00,2.847035,-3.8752227,-0.1419685848781129,-0.11546019038387526,-0.15719181216555012,-0.1107398443577801,-0.1483555564575297,-0.15282474675260813,-0.2170408786408083,-0.06947298890663207,-0.22427199427518443,-0.10966990133266132,-0.11465793550849937
39,17,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis,cluster_02,#b3ff00,3.394775,-4.2956204,-0.14266543861021,-0.11587538443629927,-0.1577761137694512,-0.11102937825418535,-0.14900170960280607,-0.15323655859358987,-0.21790614718033485,-0.06954108938330278,-0.2270163004149752,-0.11004992460438577,-0.11522177986276959
40,18,1,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum,cluster_02,#b3ff00,3.4868217,-4.284253,-0.14266919310467027,-0.11586924421544825,-0.15776732761463788,-0.11103550846054104,-0.14902676714548746,-0.1532156668605991,-0.21790090025093012,-0.06954140503579728,-0.22705285565183198,-0.11005616424491141,-0.11522609156651842
41,19,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_duerdenii,cluster_02,#b3ff00,3.5274322,-4.2857027,-0.14266883598068023,-0.11586865095693696,-0.15776696014174732,-0.11103550846054104,-0.14902341206333225,-0.15321271578540693,-0.2179017424057842,-0.06954153407369702,-0.2270572971182747,-0.11005599627758245,-0.11522454252349948
42,20,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5,cluster_02,#b3ff00,3.565384,-4.242039,-0.14266914600734054,-0.11586865095693696,-0.15776696014174732,-0.11103550846054104,-0.14902651232993522,-0.15321271578540693,-0.2179017424057842,-0.06954153407369702,-0.2270572971182747,-0.11005599627758245,-0.11522454252349948
43,21,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis,cluster_02,#b3ff00,3.599679,-4.2705092,-0.142669930383506,-0.11586696749307442,-0.15776696014174732,-0.11103448677144231,-0.14902031154983866,-0.15322066378893134,-0.21790614831908253,-0.06953931063577584,-0.22706185208759425,-0.11006358598254229,-0.1152190170650314
44,0,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified,cluster_05,#00b5ff,-3.320373,-3.139237,-0.1084212780461078,-0.10028580256371251,-0.1312024470165005,-0.09765433883572654,-0.10994234374281539,-0.12064227565650347,-0.13215926700376374,-0.06170914685214736,-0.13376906016456483,-0.09456696104831454,-0.10228113757702918
45,1,2,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum,cluster_07,#9b00ff,-2.958034,-2.9656992,-0.14068821207604282,-0.11479009239122778,-0.1553240572898041,-0.11052167793569767,-0.14772558869686334,-0.15178993006434827,-0.21413685585775033,-0.06918969513755177,-0.22054383845863806,-0.10871177492854925,-0.11414860999999744
46,2,2,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum,cluster_02,#b3ff00,-2.6385288,-3.3031013,-0.1426673663677337,-0.1158669676084681,-0.15776238345856905,-0.11103550846054104,-0.14902341206333228,-0.15321006667576678,-0.21789733667001218,-0.06954153407369702,-0.22705729713456443,-0.11005599627758245,-0.11522316125480367
47,3,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum,cluster_05,#00b5ff,-2.2835543,-3.2510326,-0.13909051237082726,-0.11368105446693562,-0.15340491435072892,-0.11053734940665252,-0.14631357859519786,-0.14978577419945882,-0.20989306206363517,-0.06859455617286694,-0.2175428366182635,-0.10778677534147982,-0.11336522249305357
48,4,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum,cluster_06,#0010ff,-1.9548839,-3.2850466,-0.1424331189151875,-0.1156267664670732,-0.1575762524185428,-0.11089618364966569,-0.14879532892236352,-0.1530184189508866,-0.21741483397924535,-0.06944944421203879,-0.22656950014111085,-0.10998252781458516,-0.11500193259636309
49,5,2,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,cluster_02,#b3ff00,-1.6105206,-3.5045285,-0.1415237386743316,-0.1157076153008397,-0.15631336746979085,-0.11080883150142114,-0.14758315448052636,-0.1520189902328416,-0.21551783374646816,-0.06938138539003254,-0.22449522339389483,-0.10912365407655379,-0.1142873311509469
50,6,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,cluster_06,#0010ff,-1.1320517,-3.276782,-0.13952283519090686,-0.11399222838411978,-0.1553708898186325,-0.11004020936388101,-0.14615615954897626,-0.15078363381132695,-0.20932270636309971,-0.06899387211567588,-0.21870884567920515,-0.1080455383528921,-0.1138142684712592
51,7,2,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A,cluster_06,#0010ff,-1.0371885,-3.3729692,-0.1410552831366369,-0.1147579295441403,-0.15685287988398208,-0.11044936966494986,-0.14777282811522238,-0.15165780163662249,-0.21596646894497873,-0.06922361619805813,-0.2204470561645468,-0.10894403112449302,-0.11448085008937514
52,8,2,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_unclassified,cluster_06,#0010ff,-0.59956473,-3.471355,-0.14036000739029292,-0.11481003484507628,-0.15501847204239572,-0.11062365400756591,-0.1449004789917642,-0.15080143197679124,-0.21335772214681628,-0.06934260115460267,-0.22229154845346402,-0.10927144191094025,-0.11318268837351247
53,9,2,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae,cluster_06,#0010ff,-0.53745043,-3.3493273,-0.13881136542477904,-0.11396410157782352,-0.15385899356903976,-0.10995456555476786,-0.14277072506010421,-0.15054839119563515,-0.21184286554824672,-0.0690357666712881,-0.2157963436831242,-0.10955705076852555,-0.11078485061923529
54,10,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis,cluster_07,#9b00ff,0.37086162,-3.259432,-0.14239659228467444,-0.11574370708332263,-0.1575345735305511,-0.11091404391319269,-0.14888198506197098,-0.152753183209001,-0.21733193171957055,-0.06947739479788197,-0.2266063098519695,-0.10989620048062491,-0.11482659319865893
55,11,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_D21,cluster_07,#9b00ff,0.46069598,-3.224186,-0.14214403043196205,-0.11565550377366153,-0.15755518633521864,-0.11092132848357171,-0.14902651232993522,-0.15169472641207113,-0.21665750130149974,-0.06947796589584222,-0.22593684818241672,-0.10984472634617133,-0.11467000525923227
56,12,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA,cluster_02,#b3ff00,0.66457915,-3.2504601,-0.1418210955255097,-0.11552508257080947,-0.15708695901145714,-0.11084791492121945,-0.14860009723624204,-0.15213595347924525,-0.21444837668316616,-0.06950832672456644,-0.22541482103039012,-0.10950835041522688,-0.11513507318277394
57,13,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus,cluster_02,#b3ff00,1.0695372,-3.0560257,-0.13930892675725298,-0.11510532132637974,-0.15482920959793006,-0.11082016973011878,-0.14902651232993522,-0.15101083297605944,-0.204018295429123,-0.0691740065696083,-0.21787565676765197,-0.10725384526584171,-0.11397541757988164
58,14,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii,cluster_03,#08ff00,1.8486321,-3.2938647,-0.1399037270926126,-0.11445409842553123,-0.1558331269400066,-0.11016488411668915,-0.14570889830476186,-0.15049702764790232,-0.20995482771148918,-0.06898636248080527,-0.2211342070557048,-0.10848116101544543,-0.11382267722778998
59,15,2,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans,cluster_07,#9b00ff,1.9320562,-3.3287804,-0.14230612923273284,-0.11553179728721012,-0.15751124927646912,-0.11103550846054104,-0.14882514727008697,-0.15226622467607406,-0.21763762268775075,-0.06947326937660414,-0.22588581180972633,-0.10976036143620216,-0.11513430004666372
60,16,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia,cluster_02,#b3ff00,2.225097,-3.4392972,-0.14145510241803974,-0.11537137916467088,-0.1567404211412484,-0.11074166553698604,-0.14864821448988155,-0.15201073403509968,-0.21411483095298758,-0.06936892815489996,-0.2236731035266602,-0.10902572735817699,-0.11485601981978603
61,17,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra,cluster_02,#b3ff00,3.501063,-4.2255826,-0.14266255775346082,-0.11586191682569588,-0.15776238334344808,-0.11103959549782534,-0.14898930790401704,-0.15317032801688296,-0.2179634267950603,-0.06954108940440158,-0.22704363120570323,-0.11003626277997883,-0.1152176357615949
