,x,y,v,Subtypes,colors,scatter_x,scatter_y,avg_imp,fold_00_imp,fold_01_imp,fold_02_imp,fold_03_imp,fold_04_imp,fold_05_imp,fold_06_imp,fold_07_imp,fold_08_imp,fold_09_imp
0,0,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified,cluster_04,#0010ff,1.9199926,0.5989254,-0.311019437192172,-0.3416848822599962,-0.30206742390172114,-0.3622621299455978,-0.2866500778008574,-0.3375466334957435,-0.31583023055176074,-0.2587734055179003,-0.31702754441806696,-0.3344275999367401,-0.25392444409333603
1,1,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,cluster_04,#0010ff,1.943752,0.6489951,-0.3344074406761079,-0.36748945914617925,-0.3313131282656788,-0.3829722945995839,-0.31487247901653015,-0.3703395646905463,-0.3442442844813703,-0.2713116665770934,-0.31847959886587524,-0.3649582718148424,-0.2780936593033798
2,2,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cancerogenus,cluster_04,#0010ff,1.9662776,0.6405974,-0.334696483005414,-0.36793596394826855,-0.33162201503259814,-0.3833607777902638,-0.3150872398325256,-0.3709594576171371,-0.34443771628160125,-0.27158519509601664,-0.3187277613128275,-0.3649852734711996,-0.2782634296717019
3,3,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori,cluster_04,#0010ff,1.9720433,0.63425416,-0.33465873126363244,-0.3678223123483101,-0.33155537500349397,-0.38331057735287066,-0.3150413472693215,-0.3709417716957954,-0.3444386459328507,-0.27157656409361297,-0.31871762875908705,-0.3649196605092806,-0.2782634296717019
4,4,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei,cluster_04,#0010ff,1.985219,0.6834241,-0.3347122319787819,-0.367959272429118,-0.3316443454651959,-0.38339432435651605,-0.3150594054348254,-0.37096681721040126,-0.3444469734351386,-0.2716266004030198,-0.31872594239440283,-0.365035208987499,-0.2782634296717019
5,5,0,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica,cluster_03,#00fff6,2.988852,1.4591316,-0.33463667828411736,-0.36805552569300154,-0.3319639399006398,-0.38341030394605896,-0.3150401073693289,-0.37026177600519855,-0.344702509772164,-0.2721889931391896,-0.3176662857849238,-0.3647126998791666,-0.2783646413515023
6,6,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei,cluster_03,#00fff6,3.0383234,1.521331,-0.3279415099101911,-0.3642378229998148,-0.328798274873685,-0.3761589045603501,-0.3087498211345733,-0.3577564913958596,-0.33951551357087706,-0.26787136542694023,-0.31256645939437616,-0.3494855640896297,-0.2742748816558053
7,7,0,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens,cluster_03,#00fff6,3.0721943,1.4257402,-0.3136550095042813,-0.3431084141882486,-0.31168983301859576,-0.3584737655167508,-0.2980959097940382,-0.34244254368789323,-0.3220681856875146,-0.27240844399847325,-0.28447048268638636,-0.34665993756580116,-0.25713257889911123
8,8,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,cluster_03,#00fff6,3.0858119,1.2210814,-0.07190996965339087,-0.055130601547346114,0.03938932099019236,-0.13552735351325068,0.029439063635542013,-0.12209937827734407,0.06553661455681924,-0.0992907613658596,-0.17284243858951082,-0.08217644618818305,-0.186397716234968
9,9,0,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,cluster_03,#00fff6,3.101397,1.4870268,-0.3342971256929932,-0.3686040791655254,-0.3311281948593923,-0.3814864946669196,-0.3154580994016105,-0.3686319739174049,-0.34496837863804913,-0.2727733589047873,-0.31721883587700095,-0.3654851442284586,-0.27721669727078346
10,10,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahellaceae_unclassified,cluster_03,#00fff6,3.3695674,1.6329291,-0.33512872454635917,-0.36857165380033075,-0.33264170286989336,-0.3842659280954788,-0.31623128635327646,-0.3705137314757436,-0.34429419874631984,-0.2716395870808252,-0.31882432505406744,-0.36579670769277867,-0.27850812429487776
11,11,0,k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides,cluster_03,#00fff6,3.4956124,1.6949325,-0.2935021999363664,-0.31211459107404244,-0.30850496001645994,-0.33691569871300386,-0.2847458389602084,-0.299981026399576,-0.3047809354570845,-0.24660061275027698,-0.28616090789263027,-0.3227919857755718,-0.23242544232480986
12,12,0,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus,cluster_03,#00fff6,3.6646087,1.5963606,-0.2822420770924726,-0.3188462284003414,-0.3265681306686573,-0.31000584813756277,-0.25471839132218355,-0.2749507655224504,-0.29541213023813195,-0.22622349651535484,-0.2848108450513809,-0.30230325534631325,-0.22858167972234955
13,13,0,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1,cluster_03,#00fff6,3.7614841,1.9835374,-0.30956519006143823,-0.33447767111587545,-0.3130643725186139,-0.34419232841603503,-0.3030546109282681,-0.3709815022858879,-0.3132038304380859,-0.24671501023427805,-0.28508951192810483,-0.32697715193118787,-0.257895910818045
14,14,0,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum,cluster_03,#00fff6,5.3999686,2.089499,-0.3000520332591596,-0.3169865844665375,-0.30225395825088525,-0.3327703192768018,-0.29139233859361635,-0.2962062720561829,-0.33925829776478295,-0.25024253199838903,-0.2946497555976864,-0.3320724258934098,-0.24468784869330404
15,15,0,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis,cluster_03,#00fff6,5.5669093,2.0114417,-0.2513249102722074,-0.2628383173053462,-0.2473374339235547,-0.2741386359505378,-0.24159285201757344,-0.2683395426838167,-0.24764602466690855,-0.22348769669482202,-0.2614994596600952,-0.2573769059555044,-0.22899223386391487
16,16,0,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum,cluster_03,#00fff6,5.628626,2.0686624,-0.3341181548985703,-0.3665573372511645,-0.3312713537825901,-0.38307015089021224,-0.31542191300186123,-0.37098162393625805,-0.34424005943444985,-0.2674006735376241,-0.31856819879423603,-0.3651322222377603,-0.2785380161195461
17,17,0,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3_1_44,cluster_03,#00fff6,5.6916914,2.018078,-0.3343274853073005,-0.36764871395646465,-0.33104888900632956,-0.3833544414476099,-0.3150563680520674,-0.37098162393625805,-0.344605284138363,-0.2690736978138825,-0.3183546665433022,-0.36463364558511857,-0.27851752259360907
18,18,0,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified,cluster_03,#00fff6,6.7626615,2.7493825,-0.2634917654228279,-0.2948768952812135,-0.26483402371866105,-0.3251621259888292,-0.24071994423996385,-0.29637957823752165,-0.20858537084070083,-0.22810326035853565,-0.2668712553443548,-0.2603427528509739,-0.24904244736752443
19,19,0,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,cluster_03,#00fff6,7.09159,2.914949,-0.25999720900639706,-0.25795855058259576,-0.25566643670511713,-0.30736593978613896,-0.22995339537926873,-0.2932303240409473,-0.251999636509362,-0.25069218026661133,-0.25797115895931244,-0.27707427203513785,-0.21806019579947944
20,20,0,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,cluster_03,#00fff6,7.1601896,2.8857622,-0.3081777455591208,-0.3305130630872295,-0.3043085632357281,-0.36141425864159155,-0.2770177342161236,-0.33966059380621394,-0.3156447039123811,-0.2659508607387829,-0.2954944645683675,-0.33182719517507714,-0.2599460182097124
21,0,1,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_vaginae,cluster_04,#0010ff,0.5862325,2.4075537,-0.3293490696954407,-0.3588921741624446,-0.3266358088572461,-0.3785852735491359,-0.31509526675221855,-0.3634620254378249,-0.3414633516436325,-0.26844708376317195,-0.30831798986875547,-0.35511105608162546,-0.27748066683835076
22,1,1,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis,cluster_04,#0010ff,0.6630329,2.4456232,-0.330720243890933,-0.3611374829226656,-0.3266795298436059,-0.37891826561097797,-0.3142697898629237,-0.3671620856742541,-0.34306447644076277,-0.2681744266734664,-0.3093316356714022,-0.3601059659612548,-0.2783587802480168
23,2,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica,cluster_04,#0010ff,1.9599531,0.6646285,-0.3346864832924611,-0.3679045012896182,-0.33158238504218707,-0.38334025276356337,-0.31508132530492744,-0.37093630106389824,-0.3444256192397985,-0.2716264066314643,-0.3187132414699995,-0.3649913704474528,-0.2782634296717019
24,3,1,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae,cluster_01,#fcf500,2.1186514,0.9567136,-0.3164843690609277,-0.35195773538050296,-0.317834251637472,-0.3624205756825405,-0.2931028676326793,-0.3547153561044499,-0.32849792600437266,-0.25090250765397676,-0.3053461799031213,-0.3469097373453741,-0.253156553264788
25,4,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax,cluster_02,#08ff00,2.6894085,1.8361335,-0.334316021587699,-0.36765922774215387,-0.3313477754577153,-0.3833120327262638,-0.31520519800730756,-0.36881592280740494,-0.3441088819776742,-0.27117226754895496,-0.3186501460579851,-0.364625333879828,-0.2782634296717019
26,5,1,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified,cluster_03,#00fff6,2.9228482,1.6776379,-0.18934249934892206,-0.2596845051440731,-0.17984686854307513,-0.2966297883441276,-0.06876458456635345,-0.17628290501404156,-0.1716395372726099,-0.15698890048109368,-0.23691483025268756,-0.13895120555374593,-0.20772186831741293
27,6,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae,cluster_02,#08ff00,2.9659178,1.8282365,-0.3340843470084965,-0.3677410442128152,-0.3313346363391172,-0.3828445175502106,-0.31446655970198245,-0.3697452058413475,-0.34394188766858275,-0.2712033231639919,-0.318731218284325,-0.3624511168760779,-0.2783839604465142
28,7,1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,cluster_03,#00fff6,3.0268707,1.9387145,-0.286959264659618,-0.3224324501107998,-0.26095968044034756,-0.3465070235361231,-0.255567311913939,-0.33082402571417235,-0.3331214099354132,-0.24851397181630436,-0.28714618909492645,-0.31150863533992923,-0.17301194869422512
29,8,1,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_unclassified,cluster_03,#00fff6,3.2741442,1.7331603,-0.3347000176129485,-0.3673949196163303,-0.33274413080490467,-0.38368444971260246,-0.31537076098749234,-0.3713141076791189,-0.34446921760724236,-0.27165356020261866,-0.3176142322133697,-0.3647168783131553,-0.2780379189926501
30,9,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,cluster_02,#08ff00,3.397712,2.143795,0.3039108358156047,0.41519597941712133,0.3420071405000853,0.1827030344883782,0.33184948150846494,0.37708022553072296,0.3852677251459289,0.27372793914056626,0.14264611398357535,0.3404187554094689,0.24821196303173443
31,10,1,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea,cluster_03,#00fff6,3.4848542,2.076954,-0.14492732276720383,-0.1653977057077845,-0.16018020323092028,-0.11874261225572748,-0.18822889495503145,-0.07030527175087585,-0.1469447353958696,-0.050616950890122095,-0.2642360966324534,-0.20331241115351822,-0.08130834569973547
32,11,1,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_unclassified,cluster_03,#00fff6,3.6012242,1.7903174,-0.3067746949318013,-0.3403345225413375,-0.3029987902001649,-0.3468554946602516,-0.29433047132071993,-0.3567908041828157,-0.31702264114132367,-0.24002592933527703,-0.26176210799218,-0.34453352688135874,-0.26309266106258417
33,12,1,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_pullorum,cluster_03,#00fff6,3.73417,1.9982101,-0.3129668994712429,-0.3425114998913963,-0.31564193269175,-0.3489876497792366,-0.3024166398100029,-0.37098162393625805,-0.32273754722734416,-0.2392329727023558,-0.28334174394553846,-0.3394855539646493,-0.26433183076389755
34,13,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Providencia|s__Providencia_unclassified,cluster_03,#00fff6,4.460729,2.147681,-0.28243450894067235,-0.2835858813213582,-0.2679776790585181,-0.38341979866188514,-0.25856305696952836,-0.3133768318623325,-0.29105402234792455,-0.22085853944268294,-0.2735948550962324,-0.3086103027752475,-0.2233041218710137
35,14,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__Proteus_penneri,cluster_03,#00fff6,4.5023956,2.1857684,-0.33697568307167164,-0.3710904409708613,-0.33391487247186136,-0.38341979866188514,-0.32019636765786336,-0.3752411436885235,-0.34462096458490993,-0.2768580223448541,-0.31857212692189124,-0.3675654488619795,-0.2782776445520867
36,15,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_unclassified,cluster_03,#00fff6,5.6116753,2.071332,-0.3337551651765218,-0.3676932135680086,-0.33126991112312765,-0.3829779511161454,-0.3149732655994784,-0.37098162393625805,-0.34384162688994446,-0.26782640374421185,-0.31647997239779124,-0.36360969556379447,-0.27789798782645786
37,16,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum,cluster_03,#00fff6,5.675337,2.0800304,-0.3187072908161552,-0.34832026135928396,-0.3318295000469724,-0.36100222405851096,-0.2868867749026496,-0.35260644645585,-0.32087119307198614,-0.2593054151541609,-0.3113682900951659,-0.3475139681058101,-0.2673688349111625
38,17,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis,cluster_03,#00fff6,5.6830606,2.0810807,-0.33346588289395757,-0.3653190353433651,-0.32874673319063624,-0.3815939291788946,-0.31351203177023557,-0.3691131987658355,-0.34290860605844387,-0.2758479228619335,-0.316706175851101,-0.3634849793788896,-0.2774262165402406
39,18,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,cluster_03,#00fff6,6.93519,2.8022754,-0.21429866046645038,-0.21353914493656173,-0.20963909306701808,-0.28905351666403556,-0.20199615855293812,-0.21684964834114018,-0.12862140284615525,-0.22857088422847674,-0.2209687364364064,-0.20676175096471616,-0.22698626862705584
40,19,1,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,cluster_03,#00fff6,7.102438,2.970277,-0.3046908638688617,-0.334623551032674,-0.30301940759402335,-0.34557878462671343,-0.28311057771213166,-0.33711669239875486,-0.3023029773333232,-0.25998304359750535,-0.29354387776663815,-0.32637334788583183,-0.2612563787410211
41,20,1,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae,cluster_03,#00fff6,8.190935,3.5419607,-0.28786351399282817,-0.3310949955448885,-0.2915937153855556,-0.32149521527166863,-0.26589955323803527,-0.3157060383639234,-0.2347811908063232,-0.26442644680451916,-0.2878793280322781,-0.2877707458315831,-0.277987910649507
42,0,2,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_linens,cluster_04,#0010ff,0.64506316,2.4688644,-0.3261812110316852,-0.3573903054896605,-0.3235651404809402,-0.36995071872021157,-0.31509526675221855,-0.35909733785847164,-0.3411386075013399,-0.2662116313223941,-0.30137726769908924,-0.3525979704993087,-0.27538786399321713
43,1,2,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomycetaceae_unclassified,cluster_04,#0010ff,0.9209207,2.449541,-0.3110032966950328,-0.34518324780602694,-0.30835422901640386,-0.36649485736006654,-0.3073743131323638,-0.3356945617532186,-0.3272967508653031,-0.24958297526157502,-0.27975542988693164,-0.31572133298517774,-0.27457526888326095
44,2,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,cluster_03,#00fff6,2.046586,2.433258,-0.2379467849167721,-0.3264917884548416,-0.24838556351367044,-0.23294602891379265,-0.17038064525834157,-0.25919863832963097,-0.2405757650896852,-0.1766240431718988,-0.2520890404832635,-0.24619993880818392,-0.22657639714441194
45,3,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis,cluster_03,#00fff6,2.309471,2.5087485,-0.26729337136668996,-0.3667372047343599,-0.27441972962390304,-0.34805046084081254,-0.24524013496608976,-0.29799306903715495,-0.21874953304524403,-0.19803058576131893,-0.24533576023286452,-0.29651464988043685,-0.1818625855447154
46,4,2,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,cluster_02,#08ff00,2.782494,2.339084,0.224635055770975,0.21322845410205696,0.3316689319620507,0.0871784859042573,0.36223725702400805,0.24678796235034994,0.28249776963634105,0.19972137902524897,0.24911301520554457,0.1321399079934789,0.14177739450641366
47,5,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D13,cluster_02,#08ff00,2.8151813,1.9844923,-0.3318253693309242,-0.36586902692746925,-0.33020356426046527,-0.38070094887309897,-0.3137272872748559,-0.3647749054599673,-0.34298152540903315,-0.2681746951821555,-0.316839848807851,-0.35691187895859644,-0.2780700121557493
48,6,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,cluster_02,#08ff00,2.9435725,2.4564097,0.44109530190188667,0.43147605718337906,0.5025489991276492,0.32319008269762867,0.5376250374810521,0.5192182967018968,0.6647455166597275,0.4041349979707999,0.29554105861278335,0.40197615347904836,0.33049681910490225
49,7,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,cluster_02,#08ff00,3.192662,2.261478,0.017889817373721185,0.028921534774101955,0.02850483740231867,0.012856435775491984,0.015674256864795066,-0.061689586387653636,0.03165399111425123,-0.02283559640066281,-0.020407657334883707,0.08961271492614362,0.07660724300330947
50,8,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,cluster_02,#08ff00,3.3332965,2.2107565,0.4622102754421095,0.650181277439403,0.36390593346463906,0.6014333024217922,0.4215811134585751,0.5760821120259565,0.3042622220382537,0.4890941437243332,0.30817828120503804,0.4696304943818754,0.43775387426122947
51,9,2,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai,cluster_02,#08ff00,3.3696609,2.269194,0.3026341631825926,0.2600482363417652,0.2596351472116808,0.0006232013773771109,0.34292873466160295,0.2948682751350484,0.22008040857766065,0.43965118259468977,0.25474142421006274,0.5082160093276898,0.4455490123883489
52,10,2,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified,cluster_03,#00fff6,3.5099576,2.226083,0.24175067885287924,0.3547286891533142,0.17210132650888887,0.3220804943585347,0.17190311884755677,0.43095286416053274,0.2750975735439943,0.14044129967923957,-0.2677281648322974,0.5282840477436367,0.2896455393653921
53,11,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida,cluster_03,#00fff6,3.5500877,2.1219683,-0.09761047002574198,-0.06956696555000742,-0.18239683142467936,-0.06750820700564522,-0.13355876346826973,-0.04313141230140365,-0.09275197372797317,-0.10416626475577039,-0.12591816675997183,-0.09381025190150945,-0.06329586336218952
54,12,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus,cluster_03,#00fff6,3.9101846,2.2973058,-0.25703764988833555,-0.2630570162648732,-0.28187720642572206,-0.2954066195682842,-0.26132093756480945,-0.3003956312972692,-0.30517101451731066,-0.1807148432893557,-0.23158458066664156,-0.26670508404048676,-0.18414356524860231
55,13,2,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae,cluster_02,#08ff00,4.3064857,2.5369174,-0.2511489664659913,-0.23355145039701355,-0.2819438877167282,-0.2812662077565329,-0.23813476790038116,-0.25123664596096534,-0.3444808194069481,-0.18275332880205256,-0.224457020960041,-0.27394700641019826,-0.1997185293490516
56,14,2,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,cluster_01,#fcf500,4.6419044,2.377122,-0.17330090982354535,-0.1737277746185552,-0.10682880760044274,-0.20149699816068817,-0.21717810746905314,-0.18474352892484622,-0.11054576294245683,-0.09886068670118266,-0.20899330625985596,-0.17700044711646257,-0.25363367844190987
57,15,2,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus,cluster_03,#00fff6,5.630685,2.0943785,-0.3358478940027497,-0.3696108436913582,-0.3319936955001103,-0.3852545072634578,-0.31473063675115004,-0.37098162393625805,-0.3444328415505858,-0.27592456187951186,-0.32039074731165706,-0.3664976764439938,-0.2786618056994153
58,16,2,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus,cluster_03,#00fff6,5.715285,2.1532886,-0.3103738502546757,-0.34223360614710724,-0.31020788241898767,-0.359299347379685,-0.293304113634879,-0.342095285136762,-0.2950840921328287,-0.25838056404486365,-0.29633092494066965,-0.330062432701911,-0.27674025400906305
59,17,2,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_unclassified,cluster_03,#00fff6,6.600771,2.6939423,-0.3010915623490582,-0.3257495726716975,-0.30251739108040904,-0.35243785536992667,-0.28527869320887506,-0.3250648304865159,-0.2755400599921071,-0.2632928909090701,-0.29331589879007164,-0.3098621639887804,-0.27785626699312926
60,18,2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified,cluster_03,#00fff6,7.010669,2.9378917,-0.2030646437882043,-0.21394649726294196,-0.18277182396506775,-0.2458997464354171,-0.18322225402247697,-0.19973301468755758,-0.16961933478931948,-0.20227194411785682,-0.22320774900576978,-0.19642706780806202,-0.2135470057875733
61,19,2,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,cluster_03,#00fff6,7.36081,3.2030485,-0.24139227329736204,-0.2626254507506044,-0.23749787808579761,-0.2961861960347188,-0.22943929404868044,-0.2667502952328804,-0.17467947400007372,-0.22861846068883435,-0.2417347076719177,-0.22748989169957845,-0.2489010847605348
62,20,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,cluster_03,#00fff6,8.223378,3.5611567,-0.23963996866709375,-0.2630084281386935,-0.2309304066035954,-0.31624286586816325,-0.22564753430214227,-0.24989590824692914,-0.1636914332201248,-0.20816824480399518,-0.24657994193217328,-0.24193262350619787,-0.2503023000489229
63,0,3,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5,cluster_04,#0010ff,0.64579403,2.4703627,-0.32007258599088145,-0.3416463613815397,-0.31555350693373824,-0.3680279274951116,-0.31509526675221855,-0.3558298470983545,-0.3368575595809389,-0.2607321121711796,-0.2903448557185743,-0.34013077628395616,-0.27650764649320364
64,1,3,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_duerdenii,cluster_04,#0010ff,0.6550928,2.479007,-0.3214711487388956,-0.3526437654990411,-0.3167338812959753,-0.3646961705137468,-0.31509526675221855,-0.3524300390948454,-0.337494152579286,-0.260889044444163,-0.29089673987449993,-0.34834372365099925,-0.2754887036841811
